,id,studentID,task_id,query,score,content,time_stamp,target,SessionID,state,QueryOrder,QueryLength,session_end,QueryDwellTime,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HoverCount,CLICK_count,ScrollDist,OVER_count,SEARCH_END_count,GOTO_PAGE_count,ActionCount,segment_start_time,session_start_time,segment_first_click_time,segment_last_click_time,session_first_click_time,session_last_click_time,TimeFirstClick,TimeLastClick,ClickCount,TotalContent,AvgContent,SERPtime,QueryRelDocCount,QueryKeyDocCount,TaskRelDocCount,TaskKeyDocCount,QueryNDCG@3,QueryNDCG@5,QueryNDCG@10,TaskNDCG@3,TaskNDCG@5,TaskNDCG@10,query_DCG3,query_DCG5,query_DCG10,task_DCG3,task_DCG5,task_DCG10,QueryPrecision@3,QueryPrecision@5,QueryPrecision@10,TaskPrecision@3,TaskPrecision@5,TaskPrecision@10,Clicks@3,Clicks@5,Clicks@10,AvgClickRank,last_query,NewTerm,QuerySim,AveQueryRelScore,AveTaskRelScore,click_precision_query,click_precision_task,ClickDepth,Query_Cost-Benefit-1,Task_Cost-Benefit-1,Query_Cost-Benefit-2,Task_Cost-Benefit-2,Query_Cost-Benefit-3,Task_Cost-Benefit-3
1244,1407,2018000006,4, 国际航班 违禁物品,1,TIMESTAMP=1513859592303 USER=2018000006 TASK=4 QUERY= 国际航班 违禁物品 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,414,3,3,10,0,10.891,1,0,33,0,1,18,0,0,0,0,0,53,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,65.673,173.226,0,0,0,10.891,0,0,0,0,0.494931689,0.687619059,0.804940322,0.294491793,0.493294723,0.726772865,6.392789261,10.56808359,14.7652438,4.392789261,8.568083589,14.30042693,1,1,1,1,1,1,0,0,0,, 国际航班 违禁液体,0.181818182,0.636363636,0,0,0,0,29,0,0,0,0,0,0
1245,1408,2018000006,4, 国际航空 违禁物品,1,TIMESTAMP=1513859615436 USER=2018000006 TASK=4 QUERY= 国际航空 违禁物品 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,414,3,4,10,0,16.213,1,1,52,1,1,18,1,30,0,0,0,105,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65.673,173.226,1,3.5,3.5,12.713,0,0,0,0,0.68848245,0.687852525,0.873596472,0.200583427,0.273617959,0.562921107,8.892789261,10.57167174,14.30435754,1.630929754,2.448459119,5.603015265,0.666666667,0.8,0.8,0.666666667,0.8,0.8,1,1,0,2, 国际航班 违禁物品,0.1,0.8,0,0,0,0,2,0,0,0,0,0,0
1246,1409,2018000006,4,国际 飞机 违禁物品,5,TIMESTAMP=1513859642317 USER=2018000006 TASK=4 QUERY=国际 飞机 违禁物品 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,414,3,5,10,1,17.792,1,2,66,2,0,10,2,0,1,0,0,84,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65.673,173.226,2,9.552,4.776,8.24,2,2,2,2,0.503231977,0.582505821,0.779263924,0.503231977,0.526461334,0.743724736,6.5,8.952588096,14.56065751,6.5,8.09123498,12.40170797,0.666666667,0.8,0.9,0.666666667,0.8,0.9,1,1,0,1, 国际航空 违禁物品,0.181818182,0.636363636,2.5,2.5,1,1,2,1,1,1,1,8.24,8.24
1188,1350,2018000006,7, 戒烟的好处,4,TIMESTAMP=1513856204478 USER=2018000006 TASK=7 QUERY= 戒烟的好处 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,398,3,1,6,0,134.43,2,9,283,9,1,98,9,370,0,0,1,782,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,170.232,571.543,9,76.584,8.509333333,57.846,8,7,7,7,0.746215505,0.816583202,0.929244732,0.746215505,0.816583202,0.918404779,11.13092975,16.85363531,25.99588306,11.13092975,16.85363531,23.30919481,1,1,0.9,1,1,0.9,3,3,3,3.833333333,,1,0,2.333333333,2.222222222,0.888888889,0.777777778,15,0.888888889,0.777777778,0.533333333,0.466666667,30.8512,26.9948
1190,1352,2018000006,7, 戒烟的坏处,1,TIMESTAMP=1513856315726 USER=2018000006 TASK=7 QUERY= 戒烟的坏处 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,398,3,2,6,0,101.452,1,1,59,1,1,28,1,36,0,0,0,128,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,170.232,571.543,1,67.182,67.182,34.27,1,1,1,1,0.765360637,0.776149707,0.931046068,0.765360637,0.776149707,0.926127383,11.41650828,14.81809699,18.99132686,11.41650828,14.81809699,19.55078279,0.666666667,0.8,0.9,0.666666667,0.8,0.9,1,1,0,1, 戒烟的好处,0.142857143,0.714285714,3,3,1,1,1,1,1,1,1,34.27,34.27
1191,1353,2018000006,7, 戒烟之后的害处,1,TIMESTAMP=1513856364384 USER=2018000006 TASK=7 QUERY= 戒烟之后的害处 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,398,3,3,8,0,40.512,1,3,89,3,1,48,3,105,0,0,0,253,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,170.232,571.543,3,13.419,4.473,27.093,3,2,3,3,0.227451975,0.477455954,0.730825522,0.696730701,0.708756305,0.898860732,3.392789261,9.115494818,16.58748373,10.39278926,13.53143547,20.40136439,1,1,1,1,1,1,1,1,1,3, 戒烟的坏处,0.333333333,0.555555556,2.333333333,2.666666667,1,1,7,1,1,0.428571429,0.428571429,11.61128571,11.61128571
1193,1355,2018000006,7, 戒烟的副作用,4,TIMESTAMP=1513856435053 USER=2018000006 TASK=7 QUERY= 戒烟的副作用 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,398,3,4,7,0,56.064,1,4,107,4,1,36,4,95,0,0,0,252,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,170.232,571.543,4,31.697,7.92425,24.367,3,2,3,2,0.640366253,0.845731438,0.875189995,0.511576142,0.587920021,0.814544693,7.630929754,10.76957596,11.74818131,7.630929754,10.76957596,15.48257027,0.666666667,0.8,0.7,0.666666667,0.8,0.7,1,2,1,3.75, 戒烟之后的害处,0.272727273,0.363636364,1.75,1.75,0.75,0.75,8,0.75,0.75,0.375,0.375,9.137625,9.137625
1195,1357,2018000006,7, 如何戒烟,3,TIMESTAMP=1513856490354 USER=2018000006 TASK=7 QUERY= 如何戒烟 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,398,2,5,5,0,42.155,1,4,86,4,1,36,4,63,0,0,0,199,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,170.232,571.543,4,21.262,5.3155,20.893,4,4,4,4,0.596170974,0.624674403,0.865485003,0.596170974,0.624674403,0.865485003,8.892789261,12.89278859,20.18685804,8.892789261,12.89278859,20.18685804,0.666666667,0.8,0.9,0.666666667,0.8,0.9,0,1,2,4.25, 戒烟的副作用,0.222222222,0.333333333,3,3,1,1,7,1,1,0.571428571,0.571428571,11.93885714,11.93885714
1196,1358,2018000006,7, 科学戒烟,4,TIMESTAMP=1513856559929 USER=2018000006 TASK=7 QUERY= 科学戒烟 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,398,2,6,5,0,46.693,1,6,137,6,1,42,6,27,0,0,0,226,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,170.232,571.543,6,27.171,4.5285,19.522,5,4,5,3,0.746215505,0.816583202,0.923907836,0.746215505,0.801717072,0.91667222,11.13092975,16.85363531,21.68041895,11.13092975,15.30622408,18.13300772,1,1,1,1,1,1,3,4,1,2.666666667, 如何戒烟,0.285714286,0.428571429,2.6,2.2,0.833333333,0.833333333,6,0.833333333,0.833333333,0.833333333,0.833333333,16.26833333,16.26833333
1198,1360,2018000006,7, 科学戒烟方式,5,TIMESTAMP=1513856605789 USER=2018000006 TASK=7 QUERY= 科学戒烟方式 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,398,3,7,7,1,30.834,1,3,89,3,0,8,3,24,1,0,0,132,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,170.232,571.543,2,15.318,7.659,15.516,2,2,2,2,1,1,0.990407679,1,1,0.990407679,14.91650828,20.63921383,27.05346322,14.91650828,20.63921383,27.05346322,1,1,0.9,1,1,0.9,1,2,0,2.5, 科学戒烟,0.285714286,0.714285714,3,3,1,1,4,1,1,0.5,0.5,7.758,7.758
1233,1396,2018000006,8, 谷歌眼镜 价格 使用方法,4,TIMESTAMP=1513858813896 USER=2018000006 TASK=8 QUERY= 谷歌眼镜 价格 使用方法 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,410,2,1,13,1,39.792,1,4,91,4,0,34,4,21,1,0,0,160,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,51.155,51.155,4,23.709,5.92725,16.083,4,3,4,3,0.746215505,0.771889763,0.902762241,0.746215505,0.771889763,0.902762241,11.13092975,12.80981224,15.30326254,11.13092975,12.80981224,15.30326254,1,1,1,1,1,1,3,3,0,1.5,,1,0,2.5,2.25,1,1,3,1,1,1.333333333,1.333333333,21.444,21.444
1223,1386,2018000006,10, 香港iphone价格,1,TIMESTAMP=1513858320586 USER=2018000006 TASK=10 QUERY= 香港iphone价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,408,3,1,11,0,4.416,1,0,20,0,1,2,0,0,0,0,0,24,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,72.109,155.342,0,0,0,4.416,0,0,0,0,1,0.92214527,0.982071197,0.922579696,0.89597236,0.964920188,14.91650828,15.30336108,16.97503315,11.91650828,13.0770667,14.74873876,1,0.8,0.875,1,0.8,0.875,0,0,0,,,1,0,0,0,0,0,29,0,0,0,0,0,0
1224,1387,2018000006,10,香港iphone6价格,4,TIMESTAMP=1513858385158 USER=2018000006 TASK=10 QUERY= 香港iphone6价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,408,3,2,12,0,38.875,1,2,51,2,1,18,2,0,0,0,0,77,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72.109,155.342,2,17.772,8.886,21.103,2,2,2,2,1,1,1,0.798880546,0.972897919,0.972897919,14.91650828,17.93124418,17.93124418,11.91650828,14.93124418,14.93124418,1,0.8,0.8,1,0.8,0.8,1,1,0,0.5, 香港iphone价格,0.083333333,0.916666667,3,2.5,1,1,1,1,1,2,2,42.206,42.206
1225,1388,2018000006,10,从香港买iphone要收关税吗,5,TIMESTAMP=1513858417719 USER=2018000006 TASK=10 QUERY=从香港买iphone要收关税吗 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,408,3,3,15,0,25.58,1,1,50,1,1,18,1,30,0,0,0,103,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72.109,155.342,1,10.863,10.863,14.717,1,0,1,0,0.396641638,0.481838329,0.750230261,0.396641638,0.481838329,0.750230261,5.916508275,8.369096371,15.73548508,5.916508275,8.369096371,15.73548508,1,1,1,1,1,1,0,0,0,0,香港iphone6价格,0.368421053,0.421052632,1,1,1,1,0,1,1,0,0,0,0
1226,1389,2018000006,10,从香港买iphone6价格,2,TIMESTAMP=1513858438086 USER=2018000006 TASK=10 QUERY=从香港买iphone6价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,408,3,4,13,0,14.286,1,0,24,0,1,0,0,0,0,0,0,26,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,72.109,155.342,0,0,0,14.286,0,0,0,0,1,1,0.996208648,0.562651065,0.739348458,0.827840197,14.91650828,20.63921383,24.04116873,8.392789261,14.11549482,17.51744971,1,1,1,1,1,1,0,0,0,,从香港买iphone要收关税吗,0.166666667,0.555555556,0,0,0,0,29,0,0,0,0,0,0
1227,1390,2018000006,10,香港买的iphone6支持国内运营商吗,4,TIMESTAMP=1513858468391 USER=2018000006 TASK=10 QUERY=香港买的iphone6支持国内运营商吗 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,408,3,5,19,1,23.28,1,2,71,2,0,22,2,34,1,0,0,135,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72.109,155.342,2,10.749,5.3745,12.531,2,0,2,0,0.428571429,0.587013387,0.773876858,0.428571429,0.634591456,0.763291824,6.392789261,12.11549482,17.81719927,6.392789261,12.11549482,16.39237052,1,1,1,1,1,1,1,1,0,0.5,从香港买iphone6价格,0.409090909,0.454545455,1,1,1,1,1,1,1,2,2,25.062,25.062
1237,1400,2018000006,11, 清华大学游泳馆开放时间,5,TIMESTAMP=1513859147789 USER=2018000006 TASK=11 QUERY= 清华大学游泳馆开放时间 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,413,3,1,12,0,23.917,1,2,68,2,1,12,2,0,0,0,0,88,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30.45,109.616,2,12.155,6.0775,11.762,1,1,1,1,0.530721274,0.476798307,0.701007365,0.530721274,0.476798307,0.701007365,7.916508275,8.73403764,13.09082476,7.916508275,8.73403764,13.09082476,0.666666667,0.8,0.6,0.666666667,0.8,0.6,1,1,0,0.5,,1,0,1.5,1.5,0.5,0.5,1,0.5,0.5,1,1,11.762,11.762
1238,1401,2018000006,11, 清华大学游泳馆 价格,4,TIMESTAMP=1513859190327 USER=2018000006 TASK=11 QUERY= 清华大学游泳馆 价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,413,3,2,11,0,33.301,1,2,61,2,1,24,2,24,0,0,0,117,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30.45,109.616,2,16.577,8.2885,16.724,2,1,2,2,0.798880546,0.788566423,0.914477815,0.562651065,0.713496449,0.799775352,11.91650828,15.05515448,18.65337032,8.392789261,12.39278859,16.0388651,1,1,0.9,1,1,0.9,1,1,0,1, 清华大学游泳馆开放时间,0.142857143,0.571428571,2,2.5,1,1,2,1,1,1,1,16.724,16.724
1239,1402,2018000006,11, 清华大学游泳馆 会员卡办理,5,TIMESTAMP=1513859226955 USER=2018000006 TASK=11 QUERY= 清华大学游泳馆 会员卡办理 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,413,3,3,14,1,28.224,1,3,61,3,0,32,3,43,1,0,0,147,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30.45,109.616,3,16.94,5.646666667,11.284,3,3,3,3,0.706919359,0.858662757,0.91059673,1,0.92448753,0.991562696,9.130929754,12.53251847,14.20566973,12.91650828,14.20853795,15.59262439,1,1,0.8,1,0.8,0.6,2,2,0,1.666666667, 清华大学游泳馆 价格,0.333333333,0.533333333,2.666666667,3,1,1,3,1,1,1,1,11.284,11.284
1234,1397,2018000006,12, 辽宁号航母,3,TIMESTAMP=1513858934744 USER=2018000006 TASK=12 QUERY= 辽宁号航母 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,411,1,1,6,0,21.29,1,1,32,1,1,6,1,0,0,0,0,43,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26.387,70.807,1,10.525,10.525,10.765,1,0,1,0,1,1,1,0.796707581,0.796707581,0.796707581,11.41650828,11.41650828,11.41650828,2.892789261,2.892789261,2.892789261,1,1,1,1,1,1,0,0,0,0,,1,0,1,1,1,1,0,1,1,0,0,0,0
1235,1398,2018000006,12, 辽宁号,4,TIMESTAMP=1513858979164 USER=2018000006 TASK=12 QUERY= 辽宁号 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,411,1,2,4,1,37.095,1,2,44,2,0,14,2,0,1,0,0,66,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26.387,70.807,2,29.926,14.963,7.169,1,1,1,1,0.590788903,0.756773775,0.870552241,0.349370093,0.603870076,0.715802316,7.630929754,11.63092908,14.51657332,3.630929754,6.769575962,8.743757222,0.666666667,0.8,0.9,0.666666667,0.8,0.8,1,1,0,1, 辽宁号航母,0,0.666666667,3,2,0.5,0.5,2,0.5,0.5,0.5,0.5,3.5845,3.5845
1297,1464,2018000007,1,破冰游戏 10人,5,TIMESTAMP=1513928327440 USER=2018000007 TASK=1 QUERY= 破冰游戏 10人 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,433,1,1,9,1,262.344,1,4,147,4,0,40,4,44,1,0,0,245,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,271.889,271.889,4,240.145,60.03625,22.199,3,3,3,3,0.615117761,0.809068375,0.84897,0.326456082,0.575521324,0.681445205,6.392789261,10.39278859,14.23169461,3.392789261,7.392788586,10.16307305,1,1,0.9,0.666666667,0.8,0.7,3,3,1,3,,1,0,2.666666667,2.666666667,0.75,0.75,6,0.75,0.75,0.5,0.5,11.0995,11.0995
1278,1444,2018000007,2,5月份 北京周边 旅游景点 一周,2,TIMESTAMP=1513926887264 USER=2018000007 TASK=2 QUERY= 5月份 北京周边 旅游景点 一周 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,430,1,1,17,0,190.684,1,6,196,6,1,68,6,41,0,0,0,325,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,240.993,1162.323,6,112.305,18.7175,78.379,4,4,4,3,0.830810337,0.787883183,0.91908987,0.422676642,0.442557566,0.693815997,12.39278926,13.68481893,18.73483136,4.392789261,5.684818935,10.10390161,1,0.8,0.8,1,0.8,0.8,2,3,2,3.833333333,,1,0,2.2,1.8,0.666666667,0.666666667,9,0.666666667,0.666666667,0.444444444,0.444444444,34.83511111,34.83511111
1281,1448,2018000007,2,北京周边景点,3,TIMESTAMP=1513927198936 USER=2018000007 TASK=2 QUERY=北京周边景点 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,430,1,2,6,0,292.04,1,2,216,2,1,74,2,44,0,0,0,342,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,240.993,1162.323,2,252.496,126.248,39.544,2,2,2,2,0.798880546,0.708577276,0.925389273,0.518897201,0.510171675,0.784088211,11.91650828,14.62447793,22.16794067,5.392789261,6.553347682,12.67198167,1,0.8,0.9,1,0.8,0.9,1,1,0,0.5,5月份 北京周边 旅游景点 一周,0,0.461538462,3,2.5,1,1,1,1,1,2,2,79.088,79.088
1283,1450,2018000007,2,5月北京周边景点,2,TIMESTAMP=1513927349448 USER=2018000007 TASK=2 QUERY=5月北京周边景点 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,430,1,3,8,0,120.955,1,3,118,3,1,46,3,48,0,0,0,223,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,240.993,1162.323,3,64.177,21.39233333,56.778,3,2,3,2,1,0.92502567,0.985712181,0.865920364,0.984035222,0.980877231,14.91650828,19.0918026,22.99107646,12.91650828,17.0918026,19.01680258,1,1,0.9,1,1,0.9,1,2,1,4.333333333,北京周边景点,0.25,0.75,2.333333333,2.333333333,1,1,7,1,1,0.428571429,0.428571429,24.33342857,24.33342857
1285,1452,2018000007,2,5月北京周边城市7日游,1,TIMESTAMP=1513927379383 USER=2018000007 TASK=2 QUERY=5月北京周边城市7日游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,430,1,4,11,0,23.965,1,0,86,0,1,22,0,49,0,0,0,159,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,240.993,1162.323,0,0,0,23.965,0,0,0,0,0.703918089,0.688634835,0.865419197,0.432992519,0.440668909,0.718155534,4.5,6.09123498,9.141247409,4.5,5.660558422,10.71057085,0.666666667,0.8,0.8,0.666666667,0.6,0.7,0,0,0,,5月北京周边景点,0.384615385,0.461538462,0,0,0,0,29,0,0,0,0,0,0
1286,1453,2018000007,2,5月北京周边城市5日游,1,TIMESTAMP=1513927457131 USER=2018000007 TASK=2 QUERY=5月北京周边城市5日游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,430,1,5,11,0,56.665,1,2,160,2,1,40,2,43,0,0,0,251,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,240.993,1162.323,2,24.577,12.2885,32.088,1,1,1,1,0.804612906,0.852409185,0.923879111,0.615117761,0.708485135,0.802808765,10.39278926,13.10075891,15.78587535,6.392789261,9.100758911,11.11920868,1,0.8,0.8,1,0.8,0.8,1,1,0,1.5,5月北京周边城市7日游,0,0.909090909,1.5,1,0.5,0.5,3,0.5,0.5,0.333333333,0.333333333,10.696,10.696
1287,1454,2018000007,2,5月去十渡,3,TIMESTAMP=1513927499769 USER=2018000007 TASK=2 QUERY=5月去十渡 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,430,2,6,5,0,36.882,1,0,59,0,1,18,0,46,0,0,0,125,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,240.993,1162.323,0,0,0,36.882,0,0,0,0,0.731840728,0.781304307,0.856279699,0.493700933,0.59036941,0.719743096,10.91650828,14.9165076,19.18738601,5.130929754,7.583517849,10.69813695,1,1,0.9,1,1,0.9,0,0,0,,5月北京周边城市5日游,0.230769231,0.153846154,0,0,0,0,29,0,0,0,0,0,0
1290,1457,2018000007,2,5月去秦皇岛,4,TIMESTAMP=1513927689935 USER=2018000007 TASK=2 QUERY=5月去秦皇岛 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,430,2,7,6,0,149.364,1,5,152,5,1,62,5,55,0,0,0,286,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,240.993,1162.323,5,115.366,23.0732,33.998,5,5,5,5,1,1,0.997001402,0.428571429,0.608441761,0.797781197,14.91650828,20.63921383,26.33319195,6.392789261,10.56808359,16.26206171,1,1,0.8,1,1,0.8,3,4,1,3.4,5月去十渡,0.375,0.375,2.8,2.4,1,1,6,1,1,0.833333333,0.833333333,28.33166667,28.33166667
1291,1458,2018000007,2,5月去秦皇岛多少钱,1,TIMESTAMP=1513927713958 USER=2018000007 TASK=2 QUERY=5月去秦皇岛多少钱 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,430,2,8,9,0,17.157,1,0,43,0,1,8,0,32,0,0,0,85,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,240.993,1162.323,0,0,0,17.157,0,0,0,0,0.757923746,0.719740474,0.800183541,0,0,0,3.130929754,3.561606312,4.511434517,0,0,0,1,0.8,0.7,0,0,0,0,0,0,,5月去秦皇岛,0.333333333,0.666666667,0,0,0,0,29,0,0,0,0,0,0
1292,1459,2018000007,2,5月去秦皇岛旅游多少钱,3,TIMESTAMP=1513927808594 USER=2018000007 TASK=2 QUERY=5月去秦皇岛旅游多少钱 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,430,2,9,11,1,80.941,1,2,86,2,0,40,2,42,1,0,0,176,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,240.993,1162.323,2,55.826,27.913,25.115,2,2,2,2,0.615117761,0.688603932,0.841419597,0.470786921,0.571830407,0.781019295,6.392789261,8.845377357,14.834798,4.892789261,7.345377357,12.62238362,1,1,1,0.666666667,0.8,0.9,1,1,1,4.5,5月去秦皇岛多少钱,0.181818182,0.818181818,2.5,2.5,1,1,8,1,1,0.25,0.25,6.27875,6.27875
1343,1510,2018000007,3, 死飞自行车,5,TIMESTAMP=1513931073991 USER=2018000007 TASK=3 QUERY= 死飞自行车 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,446,1,1,6,0,64.43,1,4,89,4,1,22,3,0,0,0,0,124,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72.157,212.358,3,45.086,15.02866667,19.344,2,1,2,1,0.530721274,0.547394237,0.710926022,0.612898479,0.635941001,0.711229155,7.916508275,9.507743255,12.83835489,7.916508275,8.73403764,10.2584693,0.666666667,0.8,0.7,0.666666667,0.8,0.7,1,2,0,2,,1,0,1.333333333,1.333333333,0.666666667,0.666666667,5,0.666666667,0.666666667,0.4,0.4,7.7376,7.7376
1344,1511,2018000007,3, 死飞自行车注意事项,5,TIMESTAMP=1513931131724 USER=2018000007 TASK=3 QUERY= 死飞自行车注意事项 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,446,3,2,10,0,48.127,1,3,54,3,1,14,2,0,0,0,0,78,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72.157,212.358,2,33.758,16.879,14.369,2,1,2,1,0.242397534,0.475644427,0.632963004,0.242397534,0.447476978,0.619985974,3.130929754,6.532518467,9.329268957,3.130929754,6.14566566,8.94241615,1,1,0.8,1,0.8,0.7,1,1,0,0.5, 死飞自行车,0.4,0.6,2,2,1,1,1,1,1,2,2,28.738,28.738
1345,1512,2018000007,3, 死飞自行车购买,1,TIMESTAMP=1513931162322 USER=2018000007 TASK=3 QUERY= 死飞自行车购买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,446,2,3,8,0,25.095,1,1,46,1,1,10,1,0,0,0,0,61,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72.157,212.358,1,8.177,8.177,16.918,1,1,1,1,0.731840728,0.720114794,0.843114227,0.845159392,0.813824245,0.861492938,10.91650828,12.50774325,17.1517068,10.91650828,12.50774325,14.36550825,1,1,1,1,1,0.9,0,0,0,0, 死飞自行车注意事项,0.166666667,0.5,3,3,1,1,0,1,1,0,0,0,0
1346,1513,2018000007,3, 死飞自行车价格区间,1,TIMESTAMP=1513931181090 USER=2018000007 TASK=3 QUERY= 死飞自行车价格区间 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,446,3,4,10,0,14.308,1,0,46,0,1,16,0,36,0,0,0,100,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,72.157,212.358,0,0,0,14.308,0,0,0,0,0.530721274,0.475990843,0.772615322,0.333333333,0.333333333,0.711881705,3.392789261,4.210318626,8.393559292,2.130929754,2.948459119,7.733759777,0.666666667,0.8,0.9,0.666666667,0.8,0.9,0,0,0,, 死飞自行车购买,0.333333333,0.5,0,0,0,0,29,0,0,0,0,0,0
